"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"509","Luke Kunin","MIN","C","49","778.38333333333","6","11","8","3","17","56.67","88","6.82","7.21","164","125","79","30","4","15","27","12","11","1","0","18","15","12","67","66","34","88","112","44.00"
"76","Kris Russell","EDM","D","72","1470.7666666667","3","13","4","9","16","27.12","63","4.76","3.08","142","92","36","7","1","7","27","12","11","1","0","8","71","21","93","135","185","0","0","-"
"84","Dan Girardi","T.B","D","62","1103.6166666667","4","12","1","11","16","29.09","75","5.33","4.02","131","96","37","9","3","11","12","6","6","0","0","2","25","8","151","83","108","0","0","-"
"87","Alex Biega","VAN","D","41","724.51666666667","2","14","7","7","16","48.48","91","2.20","3.08","183","129","47","10","6","9","22","10","10","0","0","5","17","4","101","84","43","0","0","-"
"112","Justin Braun","S.J","D","78","1583.9166666667","2","14","7","7","16","32.65","105","1.90","3.61","223","155","40","10","5","16","35","16","15","1","0","6","51","34","121","150","120","0","0","-"
"196","Brayden McNabb","VGK","D","81","1577.7666666667","4","12","7","5","16","22.86","84","4.76","3.78","184","115","46","7","3","12","52","26","26","0","0","6","38","37","200","103","139","0","0","-"
"266","Josh Manson","ANA","D","74","1650.7166666667","3","13","11","2","16","29.63","96","3.13","4.25","187","125","54","13","5","4","62","28","26","2","0","11","77","36","184","90","90","0","0","-"
"373","Tyler Motte","VAN","C","74","945.33333333333","9","7","4","3","16","61.54","114","7.89","10.7","194","155","108","49","7","19","10","5","5","0","0","17","15","34","200","75","52","15","33","31.25"
"423","Melker Karlsson","S.J","C","79","908.46666666667","12","4","1","3","16","57.14","79","15.19","7.99","128","107","85","32","6","6","26","13","13","0","0","10","19","30","67","96","39","15","12","55.56"
"473","Erik Cernak","T.B","D","58","1116.55","5","11","6","5","16","24.62","107","4.67","3.76","186","141","38","3","1","9","58","18","14","2","2","15","19","11","198","112","79","0","0","-"
"501","Denis Malgin","FLA","C","50","644.46666666667","7","9","6","3","16","72.73","66","10.61","5.87","118","92","68","26","5","6","14","7","7","0","0","10","15","16","40","61","21","36","56","39.13"
"520","Dennis Cholowski","DET","D","52","949.16666666667","7","9","4","5","16","35.56","71","9.86","4.2","152","110","48","7","2","5","16","8","8","0","0","2","50","7","18","47","50","1","0","100.00"
"32","Eric Fehr","MIN","C","72","795.08333333333","7","8","3","5","15","71.43","67","10.45","8.72","129","103","77","39","4","3","30","15","15","0","0","3","12","32","40","59","48","364","345","51.34"
"111","Ian Cole","COL","D","71","1402.6833333333","2","13","3","10","15","26.32","82","2.44","3.88","181","120","34","6","3","7","115","35","25","7","3","15","46","27","107","121","178","0","0","-"
"123","Colton Sceviour","FLA","C","59","725.41666666667","5","10","8","2","15","60.00","116","4.31","9.91","172","146","91","45","9","14","15","2","0","1","1","8","24","18","89","61","58","39","71","35.45"
"138","Nick Holden","VGK","D","61","1115.8333333333","3","12","6","6","15","30.61","78","3.85","3.67","189","124","42","12","4","9","14","7","7","0","0","5","30","26","104","95","76","0","0","-"
"229","Jon Merrill","VGK","D","57","1019.0666666667","3","12","5","7","15","31.25","72","4.17","3.11","159","108","39","6","2","13","53","20","18","1","1","4","26","16","71","164","72","0","0","-"
"372","MacKenzie Weegar","FLA","D","64","1085.85","4","11","5","6","15","37.50","79","5.06","2.95","156","107","25","5","5","6","64","17","11","4","2","10","59","34","127","138","103","1","0","100.00"
"424","Pierre-Edouard Bellemare","VGK","C, L","76","944.66666666667","6","9","7","2","15","46.88","108","5.56","11.61","186","142","100","59","8","18","6","3","3","0","0","7","23","38","71","97","51","394","326","54.72"
"451","Warren Foegele","CAR","L","77","962.01666666667","10","5","3","2","15","60.00","106","9.43","13.38","197","155","120","71","5","18","20","10","10","0","0","32","31","36","126","120","19","10","11","47.62"
"511","Maxime Lajoie","OTT","D","56","1058.7166666667","7","8","3","5","15","42.86","79","8.86","4.31","165","112","52","17","6","11","20","10","10","0","0","3","48","13","34","99","82","0","0","-"
"2","Zdeno Chara","BOS","D","62","1306.8166666667","5","9","4","5","14","21.54","99","5.05","5.15","199","137","36","6","2","10","57","24","21","3","0","14","44","28","81","56","88","0","0","-"
"56","Brandon Dubinsky","CBJ","C","61","753.68333333333","6","8","5","3","14","70.00","63","9.52","6.46","96","77","56","31","5","3","36","11","8","2","1","10","7","16","147","43","28","427","321","57.09"
"163","Derek Grant","ANA, PIT","C","56","654.45","4","10","6","4","14","60.87","74","5.41","6.41","118","97","53","28","2","7","14","7","7","0","0","4","14","19","92","56","29","271","244","52.62"
"167","Matt Martin","NYI","L","67","766.03333333333","6","8","3","5","14","58.33","62","9.68","6.27","108","90","66","31","0","4","53","14","9","3","2","16","19","13","275","80","42","6","9","40.00"
"190","Calvin de Haan","CAR","D","74","1369.8333333333","1","13","7","6","14","28.57","102","0.98","4.96","283","175","68","11","6","27","20","10","10","0","0","10","55","59","187","114","106","0","1","0.00"
"224","Johan Larsson","BUF","C","73","1043.3666666667","6","8","4","4","14","50.00","79","7.59","8.55","160","124","86","32","8","2","37","16","15","1","0","16","22","29","112","99","44","503","490","50.65"
"234","Derek Forbort","L.A","D","81","1680.1","2","12","4","8","14","29.17","75","2.67","2.44","183","118","31","4","3","14","52","18","16","0","2","6","78","15","105","146","139","0","1","0.00"
"327","Olli Maatta","PIT","D","60","1115.4","1","13","7","6","14","25.93","74","1.35","3.01","168","112","27","4","2","10","12","6","6","0","0","4","42","16","97","175","116","0","0","-"
"353","Jake McCabe","BUF","D","59","1117.75","4","10","3","7","14","35.00","64","6.25","2.94","137","95","37","7","5","4","35","16","15","1","0","9","32","20","103","111","99","0","1","0.00"
"413","Nikita Zadorov","COL","D","70","1204.2666666667","7","7","6","1","14","26.92","100","7.00","4.31","209","142","49","9","3","12","75","33","30","3","0","12","32","21","228","58","67","0","0","-"
"418","Trevor van Riemsdyk","CAR","D","78","1174.5666666667","3","11","5","6","14","35.90","102","2.94","4.11","204","145","44","7","2","19","10","5","5","0","0","4","35","28","42","79","84","0","0","-"
"492","Joel Eriksson Ek","MIN","C","58","783.45","7","7","7","0","14","53.85","111","6.31","11.31","166","138","105","65","8","16","20","9","9","0","0","14","9","18","117","113","24","247","293","45.74"
"499","Noel Acciari","BOS","C","72","934.98333333333","6","8","5","3","14","60.87","99","6.06","10.61","159","137","102","53","3","10","47","15","11","3","1","18","13","35","221","150","36","200","203","49.63"
"529","Nikita Zaitsev","TOR","D","81","1658.3666666667","3","11","2","9","14","21.21","71","4.23","2.53","229","122","50","2","4","7","18","9","9","0","0","4","79","18","139","144","151","0","0","-"
"42","Nate Thompson","L.A, MTL","C","78","1013.95","5","8","1","7","13","46.43","71","7.04","6.67","110","87","61","32","3","6","17","7","6","1","0","11","23","31","87","70","44","409","351","53.82"
"50","Drew Stafford","N.J","R","57","699.13333333333","5","8","6","2","13","52.00","77","6.49","7.22","136","106","75","38","3","7","18","9","9","0","0","3","17","15","50","62","19","16","23","41.03"
"65","Jack Johnson","PIT","D","82","1580.8333333333","1","12","5","7","13","20.63","86","1.16","3.52","212","126","47","2","2","11","41","18","17","1","0","11","32","14","233","167","147","0","0","-"
"67","Marc Staal","NYR","D","79","1534.2","3","10","3","7","13","23.21","84","3.57","3.71","170","108","60","9","2","13","32","16","16","0","0","8","68","28","94","60","119","0","0","-"
"78","Vladimir Sobotka","BUF","C","69","978.81666666667","5","8","4","4","13","52.00","71","7.04","5.69","127","96","60","23","7","4","26","13","13","0","0","11","14","12","87","85","30","318","295","51.88"
"122","Brendan Smith","NYR","D","63","963.63333333333","4","9","5","4","13","54.17","66","6.06","5.24","147","98","54","21","5","6","71","27","23","3","1","21","50","32","100","76","48","0","1","0.00"
"141","Jay Beagle","VAN","C","57","778.31666666667","3","10","6","4","13","59.09","45","6.67","4.47","71","60","46","25","3","6","18","9","9","0","0","6","10","13","102","39","33","426","332","56.20"
"158","Marco Scandella","BUF","D","63","1109.45","6","7","1","6","13","35.14","83","7.23","2.86","156","108","29","5","3","5","26","13","13","0","0","3","41","16","53","54","75","0","0","-"
"195","John Moore","BOS","D","61","1145.1333333333","4","9","4","5","13","30.95","97","4.12","3.85","185","126","39","6","2","4","26","13","13","0","0","5","24","10","77","109","76","0","0","-"
"306","Connor Murphy","CHI","D","52","1013.4166666667","5","8","2","6","13","26.53","84","5.95","2.7","155","102","37","7","4","4","40","20","20","0","0","16","48","14","119","99","91","0","0","-"
"519","Victor Mete","MTL","D","71","1261.8833333333","0","13","5","8","13","22.81","65","0.00","4.81","164","95","57","19","1","14","6","3","3","0","0","5","57","10","21","84","95","0","0","-"
"552","Par Lindholm","TOR, WPG","C","65","737.53333333333","1","12","7","5","13","52.00","65","1.54","6.4","139","108","64","31","2","8","18","9","9","0","0","6","12","30","58","105","55","204","203","50.12"
"9","Deryk Engelland","VGK","D","74","1470.95","2","10","6","4","12","24.49","105","1.90","3.08","215","144","38","5","5","7","18","9","9","0","0","3","24","26","165","115","152","0","0","-"
"92","Trevor Lewis","L.A","C","44","617","3","9","6","3","12","66.67","87","3.45","6.38","134","111","64","25","5","7","9","3","2","1","0","8","12","12","53","51","25","57","67","45.97"
"119","Riley Nash","CBJ","C","78","845.5","3","9","7","2","12","52.17","79","3.80","7.78","123","99","71","35","8","9","19","8","7","1","0","7","13","39","72","95","43","150","183","45.05"
"213","Marcus Kruger","CHI","C","74","770.71666666667","4","8","4","4","12","52.17","74","5.41","6.51","98","89","55","32","5","5","30","15","15","0","0","9","11","17","51","75","34","188","203","48.08"
"218","Christopher Tanev","VAN","D","55","1109.2166666667","2","10","6","4","12","30.00","51","3.92","1.69","98","70","18","4","5","4","18","9","9","0","0","4","32","20","29","110","122","0","0","-"
"230","Tyler Pitlick","DAL","C","47","628.96666666667","8","4","3","1","12","54.55","75","10.67","6.72","124","99","76","33","9","3","6","3","3","0","0","7","16","11","93","58","27","5","7","41.67"
"251","Joakim Nordstrom","BOS","C","70","943.61666666667","7","5","3","2","12","46.15","103","6.80","7.49","162","135","87","33","8","6","13","5","4","1","0","12","19","26","86","99","52","48","77","38.40"
"280","Jean-Gabriel Pageau","OTT","C","39","695.95","4","8","5","3","12","66.67","83","4.82","7.35","129","106","72","41","8","11","14","3","2","0","1","7","22","21","63","51","38","259","222","53.85"
"301","Jamie Oleksiak","DAL, PIT","D","57","839.7","4","8","3","5","12","33.33","55","7.27","2.37","116","81","19","6","2","5","45","18","15","3","0","11","38","10","135","90","59","0","0","-"
"304","Nathan Beaulieu","BUF, WPG","D","48","744.3","3","9","4","5","12","31.58","60","5.00","2.02","106","79","23","3","3","8","39","11","7","3","1","11","22","9","60","54","42","0","0","-"
"313","Brad Hunt","MIN, VGK","D","42","625.38333333333","5","7","3","4","12","42.86","75","6.67","4","140","103","39","7","2","7","8","4","4","0","0","2","14","22","18","52","28","0","0","-"
"334","Derrick Pouliot","VAN","D","62","1063.8166666667","3","9","4","5","12","24.49","58","5.17","3.14","150","100","36","7","3","4","30","14","14","0","0","3","39","19","76","88","71","0","0","-"
"505","Adam Gaudette","VAN","C","56","613.15","5","7","4","3","12","50.00","55","9.09","5.75","110","83","64","24","2","10","18","8","8","0","0","14","7","10","48","55","15","150","221","40.43"
"526","Tage Thompson","BUF","C, R","65","788.43333333333","7","5","5","0","12","66.67","108","6.48","8.52","205","156","101","37","6","11","20","10","10","0","0","7","32","24","66","45","9","10","10","50.00"
"538","Henri Jokiharju","CHI","D","38","721.25","0","12","7","5","12","33.33","62","0.00","2.48","138","87","34","2","3","5","16","8","8","0","0","2","26","7","48","40","37","0","0","-"
"160","Dale Weise","MTL, PHI","R","51","600.61666666667","5","6","3","3","11","73.33","58","8.62","5.99","94","79","65","32","3","7","19","8","7","1","0","6","10","9","88","56","21","6","10","37.50"
"248","Mark Pysyk","FLA","D","70","1278.8333333333","1","10","4","6","11","20.75","64","1.56","2.65","129","93","24","4","2","3","26","13","13","0","0","3","72","35","133","85","89","0","0","-"
"261","Taylor Fedun","DAL","D","54","748.3","4","7","5","2","11","44.00","86","4.65","2.68","153","100","38","5","4","5","14","7","7","0","0","3","37","14","19","45","58","0","0","-"
"270","Tobias Rieder","EDM","R","67","847.15","0","11","7","4","11","84.62","92","0.00","8.32","161","118","82","40","7","8","8","4","4","0","0","6","12","35","69","104","44","5","20","20.00"
"281","Mike Reilly","MTL","D","57","1064.5166666667","3","8","2","6","11","23.40","101","2.97","4.89","225","151","56","12","4","10","16","8","8","0","0","13","56","13","48","77","53","0","0","-"
"286","Joel Edmundson","STL","D","64","1240.7666666667","2","9","8","1","11","21.15","102","1.96","4.52","202","137","41","8","2","12","68","31","29","2","0","9","41","9","128","56","106","0","1","0.00"
"343","Chandler Stephenson","WSH","C","64","775.45","5","6","4","2","11","73.33","36","13.89","4.03","65","50","41","25","7","2","0","0","0","0","0","7","11","18","38","66","33","47","48","49.47"
"414","Mirco Mueller","N.J","D","53","957.81666666667","1","10","5","5","11","34.38","39","2.56","1.33","94","57","14","2","0","3","17","7","6","1","0","7","35","22","75","62","61","0","0","-"
"79","Niklas Hjalmarsson","ARI","D","82","1615.2666666667","0","10","2","8","10","16.13","57","0.00","2.74","109","75","19","1","3","11","44","22","22","0","0","5","46","32","45","114","187","0","0","-"
"127","Robert Bortuzzo","STL","D","59","911.85","2","8","6","2","10","25.00","75","2.67","3.39","127","97","40","9","4","7","47","21","20","1","0","9","20","11","95","88","72","0","0","-"
"152","Michael Del Zotto","ANA, STL, VAN","D","42","715.2","1","9","2","7","10","33.33","45","2.22","2.33","112","72","28","7","3","7","8","4","4","0","0","4","22","7","129","44","53","0","0","-"
"228","Patrik Nemeth","COL","D","74","1220.0333333333","1","9","7","2","10","22.73","57","1.75","2.28","112","81","29","5","4","8","53","21","19","1","1","11","19","4","137","132","131","0","0","-"
"243","Erik Gudbranson","PIT, VAN","D","76","1385.5333333333","2","8","3","5","10","20.41","94","2.13","2.95","190","131","36","5","7","11","87","26","20","3","3","16","31","10","184","149","84","0","0","-"
"366","Christian Djoos","WSH","D","45","610.71666666667","1","9","5","4","10","35.71","33","3.03","1.39","75","46","20","2","2","8","4","2","2","0","0","5","22","10","18","32","28","0","0","-"
"394","Madison Bowey","DET, WSH","D","50","762.91666666667","2","8","4","4","10","34.48","48","4.17","2.54","113","78","22","4","1","5","46","20","18","2","0","8","34","9","72","80","63","0","0","-"
"408","Valeri Nichushkin","DAL","R","57","679.26666666667","0","10","4","6","10","43.48","65","0.00","5.35","109","83","63","27","2","8","0","0","0","0","0","11","30","24","71","53","32","3","3","50.00"
"479","Brandon Carlo","BOS","D","72","1506.4333333333","2","8","4","4","10","17.86","116","1.72","5.7","218","164","41","12","2","9","47","22","21","1","0","10","42","43","134","157","88","1","0","100.00"
"504","Christian Jaros","OTT","D","61","876.4","1","9","3","6","10","32.26","65","1.54","2.23","119","84","22","4","4","6","27","12","11","1","0","8","40","17","110","114","82","0","0","-"
"546","Sean Walker","L.A","D","39","601.83333333333","3","7","4","3","10","40.00","55","5.45","2.31","118","76","29","1","1","5","8","4","4","0","0","4","16","14","43","52","40","0","0","-"
"6","Brooks Orpik","WSH","D","53","830.15","2","7","2","5","9","21.43","43","4.65","1.24","100","61","21","2","1","6","32","12","10","2","0","7","31","5","131","72","78","0","0","-"
"44","Kyle Brodziak","EDM","C","70","818.43333333333","6","3","2","1","9","50.00","74","8.11","7.03","129","106","71","33","9","8","33","11","9","1","1","6","17","33","92","49","46","399","368","52.02"
"60","Roman Polak","DAL","D","77","1475.95","1","8","3","5","9","20.00","77","1.30","3.84","155","116","35","8","3","8","69","28","26","1","1","12","49","18","191","86","152","0","0","-"
"104","Andrew MacDonald","PHI","D","47","770.53333333333","0","9","3","6","9","27.27","41","0.00","1.78","103","65","19","4","0","7","18","9","9","0","0","6","27","3","30","75","95","0","0","-"
"107","Ben Lovejoy","DAL, N.J","D","71","1213.1333333333","2","7","3","4","9","22.50","95","2.11","2.94","183","127","31","6","4","12","37","17","16","1","0","4","38","23","76","106","118","0","0","-"
"389","Jacob de la Rose","DET","C, L","60","686.56666666667","3","6","3","3","9","47.37","55","5.45","4.34","95","69","47","19","3","4","16","7","7","0","0","6","11","17","72","59","29","161","219","42.37"
"454","Christoffer Ehn","DET","C","60","637.01666666667","3","6","2","4","9","64.29","49","6.12","4.01","92","65","44","16","5","5","6","3","3","0","0","8","15","10","70","77","39","84","93","47.46"
"458","Gustav Forsling","CHI","D","43","734.58333333333","3","6","2","4","9","42.86","57","5.26","2.38","110","71","29","4","3","4","30","15","15","0","0","5","23","15","38","69","38","0","0","-"
"545","Radim Simek","S.J","D","41","623.86666666667","1","8","3","5","9","29.03","41","2.44","1.36","80","52","13","2","2","2","8","4","4","0","0","5","21","14","67","63","34","0","0","-"
"16","Trevor Daley","DET","D","44","816.61666666667","2","6","4","2","8","24.24","47","4.26","2.74","83","64","31","11","3","7","12","6","6","0","0","5","43","10","14","28","53","0","0","-"
"35","Ryan Kesler","ANA","C","60","989.91666666667","5","3","3","0","8","36.36","86","5.81","9.76","149","123","89","48","2","10","44","18","16","2","0","12","26","18","93","50","56","582","463","55.69"
"125","Yannick Weber","NSH","D","62","738.61666666667","2","6","3","3","8","27.59","67","2.99","2.05","122","83","25","7","4","6","18","9","9","0","0","2","13","7","64","65","32","0","0","-"
"139","Jason Demers","ARI","D","35","699.73333333333","2","6","4","2","8","30.77","39","5.13","1.42","81","57","16","2","2","4","12","6","6","0","0","8","18","14","50","36","43","0","0","-"
"210","Kevin Connauton","ARI","D","50","917.58333333333","1","7","3","4","8","23.53","75","1.33","2.77","167","113","37","4","5","11","22","11","11","0","0","10","24","5","108","70","75","0","0","-"
"416","Colby Cave","BOS, EDM","C","53","652.58333333333","3","5","2","3","8","53.33","58","5.17","6.64","100","80","74","42","4","7","16","8","8","0","0","0","12","22","73","49","18","200","199","50.13"
"74","Adam McQuaid","CBJ, NYR","D","50","788.86666666667","3","4","2","2","7","23.33","28","10.71","1.62","73","50","13","0","1","3","42","18","16","2","0","11","19","11","122","63","88","0","0","-"
"165","Greg Pateryn","MIN","D","80","1369.65","1","6","5","1","7","16.67","100","1.00","2.61","205","145","26","6","3","9","41","19","18","1","0","6","17","14","144","89","118","0","1","0.00"
"262","Kevan Miller","BOS","D","39","692.06666666667","0","7","3","4","7","26.92","32","0.00","1.02","81","48","10","1","2","1","35","13","10","3","0","9","20","18","73","94","79","0","0","-"
"272","Nick Seeler","MIN","D","71","875.63333333333","2","5","2","3","7","25.00","67","2.99","2.49","153","97","25","6","1","7","64","22","17","4","1","16","18","5","78","71","116","0","0","-"
"551","Igor Ozhiganov","TOR","D","53","742.8","3","4","2","2","7","22.58","43","6.98","1.33","131","73","18","1","1","6","14","7","7","0","0","2","34","11","57","71","48","0","0","-"
"27","Dion Phaneuf","L.A","D","67","1004.9333333333","1","5","1","4","6","18.75","80","1.25","3.08","197","122","43","7","1","10","53","22","19","3","0","20","30","6","128","49","79","0","0","-"
"192","Dmitry Kulikov","WPG","D","57","892.81666666667","0","6","3","3","6","16.67","40","0.00","1.65","96","63","20","3","3","5","47","17","15","1","1","9","37","19","88","100","71","0","0","-"
"271","Fredrik Claesson","NYR","D","37","638.18333333333","2","4","3","1","6","28.57","44","4.55","1.8","107","75","21","3","1","3","9","3","2","1","0","2","31","9","76","73","33","0","0","-"
"393","Carl Dahlstrom","CHI","D","38","706.96666666667","0","6","2","4","6","14.63","42","0.00","1.16","78","55","13","1","1","3","6","3","3","0","0","3","29","9","33","43","35","0","0","-"
"420","Christian Folin","MTL, PHI","D","45","704.66666666667","0","6","1","5","6","16.22","47","0.00","2.17","113","75","20","5","1","8","27","12","11","1","0","9","21","4","125","108","78","1","0","100.00"
"13","Dan Hamhuis","NSH","D","57","914.68333333333","0","5","1","4","5","18.52","39","0.00","1.61","82","49","18","3","1","7","28","14","14","0","0","8","40","12","38","70","61","0","0","-"
"22","Jonathan Ericsson","DET","D","52","895.41666666667","3","2","1","1","5","19.23","48","6.25","1.66","106","68","21","2","2","4","35","16","15","1","0","6","40","9","98","54","56","0","0","-"
"166","Mark Borowiecki","OTT","D","53","825.21666666667","1","4","2","2","5","18.52","59","1.69","2.98","147","109","30","12","4","7","89","26","17","7","2","14","26","14","212","93","93","0","0","-"
"383","Ben Harpur","OTT","D","51","898.65","1","4","3","1","5","18.52","50","2.00","2.43","99","70","14","3","1","5","56","15","8","6","1","11","60","16","89","103","69","0","0","-"
"491","Jacob Larsson","ANA","D","49","838.61666666667","0","5","2","3","5","19.23","57","0.00","2.6","126","87","22","7","1","11","16","8","8","0","0","3","30","10","41","86","59","0","1","0.00"
"553","Juuso Riikola","PIT","D","37","617.33333333333","2","3","1","2","5","19.23","43","4.65","2.34","97","59","25","5","0","4","10","5","5","0","0","4","16","13","86","75","38","0","0","-"
"120","Thomas Hickey","NYI","D","40","740.2","0","4","2","2","4","13.79","47","0.00","1.73","110","70","21","3","1","3","33","14","13","1","0","6","27","9","40","92","71","0","0","-"
"392","Steven Santini","N.J","D","39","649.6","1","3","1","2","4","21.05","41","2.44","1.78","76","60","15","2","2","2","16","8","8","0","0","4","9","9","80","48","43","0","0","-"
"544","Oscar Fantenberg","CGY, L.A","D","61","976","2","2","2","0","4","12.90","70","2.86","2.55","147","99","31","3","1","7","17","7","6","1","0","5","38","12","91","88","74","0","0","-"
