"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"95","Derek Grant","ANA","C","71","1016.2666666667","15","14","9","5","29","80.56","117","12.82","13.19","193","155","105","68","4","10","27","8","6","1","1","4","17","21","69","38","49","204","216","48.57"
"103","Marcus Johansson","SEA, WSH","L","69","1112.8666666667","9","20","13","7","29","56.86","111","8.11","12.85","183","145","122","66","6","20","4","2","2","0","0","10","27","26","31","75","26","41","57","41.84"
"113","Oliver Ekman-Larsson","VAN","D","79","1762.7333333333","5","24","14","10","29","36.71","168","2.98","6.93","352","234","83","9","5","24","48","24","24","0","0","22","42","26","105","118","79","0","0","-"
"362","Jake Evans","MTL","C","72","1122.85","13","16","11","5","29","64.44","124","10.48","11.76","195","155","119","60","4","9","22","11","11","0","0","16","33","39","88","113","37","461","465","49.78"
"528","Isac Lundestrom","ANA","C","80","1238.85","16","13","8","5","29","69.05","84","19.05","10.92","145","117","100","56","7","6","8","4","4","0","0","17","31","22","38","76","55","391","488","44.48"
"533","Jesperi Kotkaniemi","CAR","C","66","793.53333333333","12","17","7","10","29","69.05","81","14.81","9.51","146","111","90","53","1","10","37","13","11","1","1","14","21","25","74","72","15","176","168","51.16"
"6","Dustin Brown","L.A","R","64","943.28333333333","9","19","9","10","28","62.22","146","6.16","15.76","238","196","131","71","16","12","20","10","10","0","0","14","19","13","88","71","20","2","8","20.00"
"36","Patric Hornqvist","FLA","R","65","823.56666666667","11","17","9","8","28","58.33","165","6.67","19","240","204","155","91","8","29","19","8","7","1","0","15","14","24","112","114","23","8","13","38.10"
"93","TJ Brodie","TOR","D","82","1747.5333333333","4","24","11","13","28","31.82","68","5.88","3.1","158","97","41","11","2","6","34","17","17","0","0","9","62","30","53","148","106","0","0","-"
"141","Christopher Tanev","CGY","D","82","1677.25","6","22","11","11","28","32.94","88","6.82","3.5","180","129","42","4","2","13","22","11","11","0","0","10","57","29","52","204","158","0","0","-"
"230","Cody Ceci","EDM","D","78","1629.9166666667","5","23","7","16","28","37.84","102","4.90","3.4","213","138","44","5","3","9","14","7","7","0","0","2","39","15","117","143","121","0","0","-"
"243","Adam Pelech","NYI","D","78","1660.05","3","25","10","15","28","38.36","104","2.88","5.6","225","137","70","14","2","17","40","16","15","0","1","4","48","49","99","120","128","0","0","-"
"248","Colton Sissons","NSH","C","79","1276.9","7","21","10","11","28","60.87","87","8.05","11.27","163","134","94","49","5","10","30","15","15","0","0","7","25","19","188","80","44","719","573","55.65"
"249","Teddy Blueger","PIT","C","65","976.16666666667","9","19","8","11","28","68.29","93","9.68","9.02","134","114","88","42","11","9","10","5","5","0","0","9","22","37","87","80","32","357","315","53.13"
"284","Ryan Graves","N.J","D","75","1554.15","6","22","14","8","28","38.89","111","5.41","5.33","241","162","86","23","24","19","24","12","12","0","0","17","51","27","90","112","135","0","0","-"
"296","Brett Pesce","CAR","D","70","1519.05","7","21","10","11","28","39.44","148","4.73","5.71","304","209","60","13","7","20","39","14","12","1","1","10","29","45","39","61","99","0","0","-"
"457","Samuel Girard","COL","D","67","1449.9833333333","5","23","12","11","28","36.36","79","6.33","3.32","188","116","41","5","1","7","20","10","10","0","0","11","28","21","65","85","90","0","0","-"
"45","Jeff Petry","MTL","D","68","1504.2333333333","6","21","9","12","27","38.57","124","4.84","5.08","266","160","61","8","7","18","36","18","18","0","0","11","107","12","140","101","117","0","0","-"
"57","Pat Maroon","T.B","L","81","1004.0833333333","11","16","7","9","27","55.10","102","10.78","11.88","156","137","112","68","10","12","134","36","22","10","4","24","17","16","160","119","11","15","15","50.00"
"129","Chris Wideman","MTL","D","64","952.06666666667","4","23","12","11","27","55.10","76","5.26","3.1","148","100","37","4","5","5","67","24","21","1","2","11","57","13","44","97","46","0","0","-"
"222","Hampus Lindholm","ANA, BOS","D","71","1597.8333333333","5","22","11","11","27","35.53","142","3.52","7.38","275","201","75","16","5","10","46","22","22","0","0","14","47","35","70","108","92","0","0","-"
"223","Matt Dumba","MIN","D","57","1316.2333333333","7","20","12","8","27","39.13","116","6.03","8.13","251","154","60","15","4","21","47","22","21","1","0","11","26","15","114","62","84","0","0","-"
"361","Ondrej Kase","TOR","R","50","699.2","14","13","6","7","27","72.97","119","11.76","11.88","205","158","119","52","16","5","14","7","7","0","0","7","16","28","29","62","32","2","9","18.18"
"376","Jordan Greenway","MIN","L","62","902.86666666667","10","17","7","10","27","49.09","110","9.09","13.01","166","145","95","51","5","13","69","29","26","3","0","19","16","14","155","80","31","18","31","36.73"
"438","Rasmus Asplund","BUF","C","80","1147.4833333333","8","19","14","5","27","55.10","130","6.15","13.18","192","174","104","57","10","14","10","5","5","0","0","4","24","21","30","80","14","27","35","43.55"
"484","Michael Rasmussen","DET","C","80","1161.2833333333","15","12","8","4","27","58.70","129","11.63","15.57","195","173","141","88","9","22","66","28","27","0","1","26","16","29","142","128","65","410","409","50.06"
"516","Sean Durzi","L.A","D","64","1254.05","3","24","12","12","27","42.19","119","2.52","6.67","247","150","101","17","19","24","55","23","20","3","0","17","53","26","74","96","121","0","0","-"
"519","Eric Robinson","CBJ","L","67","930.76666666667","10","17","10","7","27","77.14","104","9.62","11.14","187","136","100","52","12","10","18","9","9","0","0","8","12","30","95","77","20","2","2","50.00"
"559","Arthur Kaliyev","L.A","R","80","1011.9333333333","14","13","11","2","27","52.94","194","7.22","16.33","310","259","163","63","22","28","37","13","11","1","1","6","20","20","31","106","12","0","0","-"
"53","Nick Bonino","S.J","C","80","1335.9833333333","16","10","5","5","26","49.06","137","11.68","15.81","211","181","132","74","9","18","18","9","9","0","0","6","15","50","34","61","102","475","450","51.35"
"68","Ryan McDonagh","T.B","D","71","1593.45","4","22","9","13","26","41.27","85","4.71","5.16","180","131","57","15","9","6","16","8","8","0","0","7","24","26","96","89","137","0","1","0.00"
"134","Ben Chiarot","FLA, MTL","D","74","1690.8166666667","9","17","11","6","26","39.39","143","6.29","5.62","268","177","82","16","8","20","48","24","24","0","0","6","69","20","157","106","130","0","0","-"
"316","Garnet Hathaway","WSH","R","76","1017.5166666667","14","12","4","8","26","53.06","124","11.29","13.23","197","159","125","67","5","13","57","27","26","1","0","31","20","23","250","125","62","10","18","35.71"
"346","Warren Foegele","EDM","L","82","1034.1666666667","12","14","10","4","26","60.47","142","8.45","16.09","245","191","154","73","13","17","24","12","12","0","0","9","29","44","127","93","15","13","15","46.43"
"357","Oskar Lindblom","PHI","L","79","1090.1833333333","12","14","8","6","26","63.41","127","9.45","13.04","212","166","108","57","6","19","22","11","11","0","0","12","18","19","83","84","48","8","14","36.36"
"508","David Kampf","TOR","C","82","1251.7333333333","11","15","10","5","26","48.15","102","10.78","12.38","168","136","109","49","8","11","20","10","10","0","0","13","25","30","80","110","26","616","549","52.88"
"512","Eetu Luostarinen","FLA","C","78","1047.6166666667","9","17","10","7","26","63.41","84","10.71","9.74","153","110","101","52","8","10","12","6","6","0","0","14","27","38","103","135","46","321","481","40.02"
"550","Kirby Dach","CHI","C","70","1262.5666666667","9","17","9","8","26","44.83","116","7.76","13.36","198","157","124","63","7","11","43","20","19","1","0","14","17","42","49","145","44","179","366","32.84"
"563","Vasily Podkolzin","VAN","R","79","1010.55","14","12","9","3","26","56.52","115","12.17","10.18","191","157","117","50","1","7","26","13","13","0","0","9","18","32","84","79","33","8","11","42.11"
"2","Jason Spezza","TOR","C","71","762.96666666667","12","13","9","4","25","67.57","97","12.37","9.2","175","131","83","33","8","13","26","13","13","0","0","6","31","32","31","41","24","305","272","52.86"
"28","T.J. Oshie","WSH","R","44","767.83333333333","11","14","6","8","25","58.14","77","14.29","11.02","138","113","88","43","2","9","18","9","9","0","0","21","18","19","86","53","30","72","97","42.60"
"40","Erik Johnson","COL","D","77","1331.05","8","17","7","10","25","35.71","139","5.76","6.13","260","175","72","12","5","12","24","12","12","0","0","5","29","35","165","77","136","0","0","-"
"200","Adam Larsson","SEA","D","82","1827.0666666667","8","17","10","7","25","37.31","119","6.72","4.4","260","174","68","9","2","11","55","25","24","1","0","8","35","23","183","88","140","0","0","-"
"240","Esa Lindell","DAL","D","76","1675.4333333333","4","21","13","8","25","38.46","136","2.94","4.59","211","159","61","10","4","12","12","6","6","0","0","10","55","20","111","110","148","0","1","0.00"
"258","Vinnie Hinostroza","BUF","C","62","861.83333333333","13","12","8","4","25","75.76","92","14.13","8.31","154","122","66","31","5","6","24","11","11","0","0","14","26","22","25","60","13","12","16","42.86"
"278","Mattias Janmark","VGK","C","67","961.06666666667","9","16","8","8","25","59.52","89","10.11","10.85","144","122","98","52","3","15","21","9","8","1","0","11","19","29","19","86","28","11","16","40.74"
"373","Jack Eichel","VGK","C","34","659.31666666667","14","11","6","5","25","59.52","133","10.53","10.84","193","160","111","36","2","10","10","5","5","0","0","9","29","25","45","62","35","184","195","48.55"
"410","John Marino","PIT","D","81","1671.5833333333","1","24","10","14","25","40.32","90","1.11","4.8","191","129","53","12","4","10","23","10","9","1","0","17","35","43","73","149","88","0","0","-"
"459","Jake Bean","CBJ","D","67","1378.3833333333","7","18","6","12","25","38.46","91","7.69","4.83","210","135","59","9","4","14","26","13","13","0","0","4","23","21","41","71","71","0","0","-"
"85","Tyler Ennis","OTT","R","57","714.93333333333","8","16","11","5","24","77.42","89","8.99","8.14","157","124","99","39","3","10","16","8","8","0","0","12","23","19","70","64","24","20","9","68.97"
"117","Dmitry Kulikov","MIN","D","80","1455.6666666667","7","17","11","6","24","34.78","74","9.46","4.58","168","112","51","11","4","13","39","18","17","1","0","16","31","16","100","127","103","0","0","-"
"118","Nick Leddy","DET, STL","D","75","1605.9","3","21","6","15","24","35.82","71","4.23","3.16","138","104","36","6","1","7","22","11","11","0","0","5","33","30","37","52","67","0","0","-"
"138","Nic Dowd","WSH","C","64","912.81666666667","10","14","11","3","24","64.86","90","11.11","9.06","135","113","89","37","3","10","44","21","21","0","0","14","14","28","139","114","53","506","437","53.66"
"174","Brendan Gallagher","MTL","R","56","841.03333333333","7","17","12","5","24","53.33","142","4.93","18.53","250","194","161","89","6","24","69","25","22","1","2","27","20","17","54","70","29","13","22","37.14"
"237","Matt Grzelcyk","BOS","D","73","1367.65","4","20","9","11","24","32.00","118","3.39","4.33","211","154","54","7","3","4","24","12","12","0","0","4","41","21","40","73","83","0","0","-"
"385","Keegan Kolesar","VGK","R","77","975.06666666667","7","17","12","5","24","63.16","94","7.45","11.72","142","117","96","59","5","15","68","22","14","8","0","22","36","33","246","158","46","76","112","40.43"
"411","Yakov Trenin","NSH","C","80","1173.4166666667","17","7","3","4","24","61.54","136","12.50","16.23","243","191","143","65","13","9","46","17","13","4","0","18","24","37","191","85","33","12","23","34.29"
"450","Dante Fabbro","NSH","D","66","1256.8833333333","3","21","11","10","24","36.92","88","3.41","3.93","189","131","37","2","3","9","24","12","12","0","0","12","35","22","69","126","105","0","0","-"
"520","Oliver Wahlstrom","NYI","R","73","880.3","13","11","6","5","24","54.55","157","8.28","15.36","276","215","161","49","10","20","74","26","22","2","2","19","20","19","101","73","19","6","8","42.86"
"532","Filip Zadina","DET","R","74","1048.95","10","14","5","9","24","52.17","154","6.49","14.19","284","207","160","61","8","17","10","5","5","0","0","15","30","24","57","64","34","5","5","50.00"
"537","Barrett Hayton","ARI","C","60","967.08333333333","10","14","7","7","24","55.81","82","12.20","9.85","150","116","102","53","5","9","20","10","10","0","0","19","18","18","84","111","33","415","447","48.14"
"546","Logan O'Connor","COL","R","81","1123.5833333333","8","16","12","4","24","57.14","127","6.30","10.91","202","156","129","63","8","22","38","16","14","2","0","27","17","38","100","134","59","5","17","22.73"
"548","Blake Lizotte","L.A","C","70","851.46666666667","10","14","8","6","24","60.00","91","10.99","9.71","141","122","86","47","16","12","28","14","14","0","0","16","10","31","74","138","12","313","294","51.57"
"35","Anton Stralman","ARI","D","74","1579.6","8","15","7","8","23","34.33","95","8.42","4.07","181","121","56","13","5","17","12","6","6","0","0","4","28","32","99","75","100","0","0","-"
"88","Justin Schultz","WSH","D","74","1252.0833333333","4","19","12","7","23","43.40","92","4.35","5.8","205","137","75","13","2","16","16","8","8","0","0","2","25","13","40","95","87","0","0","-"
"144","Justin Holl","TOR","D","69","1394.4","3","20","6","14","23","32.39","64","4.69","3.51","128","90","47","11","1","5","41","19","18","1","0","8","56","18","129","207","104","0","0","-"
"159","Jaden Schwartz","SEA","C","37","682.88333333333","8","15","10","5","23","62.16","101","7.92","10.19","168","140","99","44","3","7","14","7","7","0","0","11","16","28","42","60","13","17","18","48.57"
"239","Oskar Sundqvist","DET, STL","C","59","825.96666666667","8","15","12","3","23","56.10","70","11.43","7.2","117","89","72","27","5","8","29","9","7","1","1","12","25","12","70","64","29","75","107","41.21"
"301","Sean Monahan","CGY","C","65","913.85","8","15","11","4","23","54.76","111","7.21","12.77","197","151","132","57","5","11","24","12","12","0","0","10","28","32","59","47","24","415","364","53.27"
"326","Nick Ritchie","ARI, TOR","L","57","723.98333333333","12","11","4","7","23","67.65","93","12.90","12.08","159","134","111","67","0","12","43","19","18","1","0","4","17","9","153","65","22","0","4","0.00"
"341","Nicolas Aube-Kubel","COL, PHI","R","74","726.4","11","12","9","3","23","76.67","87","12.64","8.08","152","119","85","42","5","13","47","22","21","1","0","9","20","17","140","101","18","3","9","25.00"
"422","Rudolfs Balcers","S.J","L","61","917.25","11","12","7","5","23","62.16","98","11.22","10.26","160","133","106","49","16","7","20","9","9","0","0","7","30","35","115","74","43","8","12","40.00"
"456","Noah Gregor","S.J","C","63","940.95","8","15","7","8","23","71.88","156","5.13","12.6","263","210","148","56","22","18","25","11","10","1","0","10","14","28","118","80","49","12","23","34.29"
"488","Jesper Boqvist","N.J","C","56","735.23333333333","10","13","7","6","23","76.67","74","13.51","7.57","135","105","73","35","17","5","10","5","5","0","0","3","23","18","31","80","16","168","282","37.33"
"489","Eeli Tolvanen","NSH","R","75","1007.0833333333","11","12","6","6","23","45.10","151","7.28","12.68","266","209","137","41","10","15","16","8","8","0","0","11","21","15","176","68","45","0","1","0.00"
"501","Timothy Liljegren","TOR","D","61","1000.5833333333","5","18","6","12","23","37.10","79","6.33","3.67","162","110","44","9","5","10","14","7","7","0","0","5","43","19","87","147","60","0","0","-"
"20","Alexander Radulov","DAL","R","71","1000.2","4","18","13","5","22","50.00","92","4.35","13.53","189","148","131","73","4","16","30","15","15","0","0","14","27","30","43","71","48","10","12","45.45"
"61","P.K. Subban","N.J","D","77","1408.7","5","17","8","9","22","33.33","114","4.39","5.23","264","172","74","6","11","10","80","25","20","2","3","10","51","23","69","72","90","0","0","-"
"106","Alex Chiasson","VAN","R","67","778.88333333333","13","9","7","2","22","48.89","98","13.27","11.91","140","117","101","56","5","12","24","8","7","0","1","10","10","7","68","81","18","10","13","43.48"
"171","Joonas Donskoi","SEA","R","75","1111.4","2","20","7","13","22","53.66","89","2.25","10.19","155","124","116","51","5","3","14","7","7","0","0","12","21","24","36","112","31","5","9","35.71"
"187","Nick Cousins","NSH","C","68","847.85","9","13","7","6","22","66.67","103","8.74","10.65","171","143","107","50","4","10","31","11","8","3","0","25","23","16","66","117","28","23","26","46.94"
"250","Jake McCabe","CHI","D","75","1522.8","4","18","7","11","22","44.00","80","5.00","4.21","180","111","56","7","3","9","33","15","14","1","0","12","60","18","166","140","167","0","0","-"
"251","Brock McGinn","PIT","L","64","959.68333333333","12","10","7","3","22","70.97","99","12.12","11.03","157","128","100","46","8","9","14","7","7","0","0","10","19","18","94","87","50","16","28","36.36"
"310","Nikita Zadorov","CGY","D","74","1251.35","4","18","8","10","22","44.00","106","3.77","4.45","225","166","60","4","2","13","77","32","30","1","1","12","61","32","181","94","49","0","0","-"
"416","Derek Ryan","EDM","C","75","857.31666666667","10","12","7","5","22","64.71","72","13.89","8.03","118","95","72","40","4","8","8","4","4","0","0","6","15","26","38","70","38","286","226","55.86"
"433","Luke Kunin","NSH","C","82","1134.0333333333","13","9","6","3","22","51.16","125","10.40","14.61","209","176","136","56","4","14","99","31","22","7","2","18","17","20","223","106","51","48","61","44.04"
"451","Jonathan Dahlen","S.J","C","61","841.31666666667","12","10","7","3","22","61.11","105","11.43","12.82","178","137","123","68","18","14","12","6","6","0","0","5","23","21","16","31","34","0","1","0.00"
"455","Taylor Raddysh","CHI, T.B","R","74","912.85","11","11","9","2","22","46.81","104","10.58","13.9","163","142","119","72","8","11","10","4","4","0","0","10","15","23","103","63","21","6","10","37.50"
"483","Morgan Geekie","SEA","C","73","922.18333333333","7","15","6","9","22","64.71","97","7.22","9.75","189","142","108","40","8","8","18","9","9","0","0","13","26","25","55","110","23","351","318","52.47"
"506","Filip Chytil","NYR","C","67","882.73333333333","8","14","8","6","22","61.11","135","5.93","14.36","231","188","155","73","9","17","14","7","7","0","0","10","28","23","24","75","27","136","175","43.73"
"539","Adam Boqvist","CBJ","D","52","886.38333333333","11","11","4","7","22","44.00","64","17.19","5.14","130","91","56","11","2","6","12","6","6","0","0","7","28","11","26","51","47","0","0","-"
"549","Peyton Krebs","BUF, VGK","C","57","829.31666666667","7","15","11","4","22","57.89","56","12.50","5.19","99","79","64","26","8","2","22","11","11","0","0","11","35","15","25","72","8","61","112","35.26"
"575","Artem Zub","OTT","D","81","1704.2333333333","6","16","6","10","22","36.67","92","6.52","3.94","194","127","47","10","0","11","60","29","29","0","0","6","60","14","155","125","124","0","0","-"
"3","Duncan Keith","EDM","D","64","1262.5166666667","1","20","10","10","21","34.43","79","1.27","3.42","175","112","33","4","5","9","22","11","11","0","0","2","64","36","22","60","114","0","0","-"
"10","Brian Boyle","PIT","C","66","712.06666666667","11","10","5","5","21","77.78","87","12.64","7.58","122","109","70","38","2","7","27","8","5","3","0","8","10","20","95","51","39","165","200","45.21"
"43","Milan Lucic","CGY","L","82","1005.1833333333","10","11","7","4","21","53.85","95","10.53","12.01","171","139","105","43","3","9","84","22","12","8","2","13","41","20","209","82","22","19","15","55.88"
"107","Jakob Silfverberg","ANA","R","53","903.06666666667","5","16","7","9","21","46.67","120","4.17","9.52","183","154","93","42","8","14","30","15","15","0","0","8","16","30","16","55","40","8","16","33.33"
"137","Nick Jensen","WSH","D","76","1470.25","5","16","7","9","21","28.38","88","5.68","4.04","204","141","53","10","0","4","21","9","8","1","0","21","44","23","135","195","92","0","0","-"
"147","Johan Larsson","ARI, WSH","L","43","684.35","7","14","5","9","21","63.64","44","15.91","4.94","88","65","49","18","5","4","32","13","11","2","0","10","13","13","70","75","25","195","227","46.21"
"186","Adam Lowry","WPG","C","79","1222.95","13","8","6","2","21","52.50","115","11.30","17.13","194","163","138","78","2","17","59","15","7","7","1","23","23","39","231","100","43","564","500","53.01"
"220","Alex Galchenyuk","ARI","C","60","789.21666666667","6","15","7","8","21","61.76","89","6.74","9.55","145","122","93","47","4","13","32","16","16","0","0","4","28","18","67","63","24","214","195","52.32"
"254","Brett Kulak","EDM, MTL","D","74","1313.85","5","16","7","9","21","36.84","92","5.43","3.12","179","119","43","10","4","15","45","21","20","1","0","13","55","21","103","111","63","0","0","-"
"274","Carson Soucy","SEA","D","64","1130.2333333333","10","11","7","4","21","36.84","97","10.31","4.5","169","118","57","9","4","12","47","21","20","1","0","6","29","23","118","93","73","0","0","-"
"295","Zach Sanford","OTT, WPG","L","80","1143.9166666667","9","12","7","5","21","51.22","104","8.65","13.75","209","167","138","73","7","13","50","18","14","4","0","20","22","36","169","112","67","5","17","22.73"
"309","Ryan Pulock","NYI","D","56","1183.5833333333","5","16","7","9","21","33.87","122","4.10","5.97","226","159","53","9","3","13","2","1","1","0","0","5","33","15","86","81","130","0","0","-"
"426","Mason Appleton","SEA, WPG","C","68","1012.1666666667","8","13","8","5","21","52.50","98","8.16","11.3","171","136","91","47","1","10","30","11","10","0","1","11","13","15","64","110","20","7","15","31.82"
"428","Matt Roy","L.A","D","67","1405.9","2","19","16","3","21","30.88","153","1.31","6.88","276","204","84","17","29","27","28","13","13","0","0","7","49","8","124","131","103","0","0","-"
"443","Jakob Chychrun","ARI","D","47","1080.35","7","14","7","7","21","53.85","141","4.96","7.25","293","223","72","7","5","13","47","18","16","1","1","8","37","19","51","83","66","0","0","-"
"491","Owen Tippett","FLA, PHI","R","63","845.63333333333","10","11","8","3","21","45.65","126","7.94","12.9","213","163","115","49","6","15","12","6","6","0","0","10","25","36","98","86","16","21","34","38.18"
"523","Philipp Kurashev","CHI","C","67","861.21666666667","6","15","11","4","21","70.00","86","6.98","7.71","142","105","84","35","3","8","12","6","6","0","0","15","11","24","31","84","30","51","70","42.15"
"526","Ryan McLeod","EDM","C","71","905.93333333333","9","12","8","4","21","65.63","82","10.98","8.22","143","111","89","41","4","8","12","6","6","0","0","9","41","39","28","92","25","248","277","47.24"
"139","Brenden Dillon","WPG","D","79","1487.7833333333","3","17","5","12","20","28.99","85","3.53","3.92","203","130","51","5","4","11","67","26","21","5","0","13","51","16","212","84","108","0","0","-"
"151","Jon Merrill","MIN","D","69","1179.9","4","16","7","9","20","33.90","59","6.78","2.28","118","83","29","2","4","5","22","11","11","0","0","3","21","6","46","138","112","0","0","-"
"178","Colin Blackwell","SEA, TOR","C","58","692.16666666667","10","10","4","6","20","66.67","77","12.99","6.87","126","96","70","34","5","7","14","3","2","0","1","8","17","18","91","70","24","83","86","49.11"
"293","William Carrier","VGK","L","63","732.3","9","11","5","6","20","55.56","120","7.50","14.37","194","162","143","90","6","21","34","13","12","0","1","10","12","24","159","120","24","4","4","50.00"
"318","Pierre-Edouard Bellemare","T.B","L","80","1100.5333333333","9","11","5","6","20","46.51","72","12.50","7.81","129","104","86","38","8","8","19","8","7","1","0","9","18","26","88","112","44","483","452","51.66"
"398","Daniel Sprong","SEA, WSH","R","63","818.2","14","6","4","2","20","57.14","153","9.15","13.88","269","220","154","52","10","14","8","4","4","0","0","7","24","20","43","56","12","0","4","0.00"
"446","Sam Steel","ANA","C","68","837.21666666667","6","14","7","7","20","64.52","67","8.96","6.9","125","89","80","35","5","9","16","8","8","0","0","12","20","18","37","75","27","203","209","49.27"
"449","Tyson Jost","COL, MIN","C","80","1025.6833333333","8","12","8","4","20","57.14","97","8.25","8.59","157","118","94","42","4","12","34","16","16","0","0","29","10","38","55","149","37","172","254","40.38"
"463","Michael McLeod","N.J","C","77","1026.1","6","14","7","7","20","58.82","78","7.69","7.2","126","106","77","24","9","6","52","20","16","4","0","16","28","46","145","97","34","604","451","57.25"
"531","K'Andre Miller","NYR","D","82","1688.5666666667","7","13","7","6","20","26.32","102","6.86","5.43","221","140","64","13","2","11","24","12","12","0","0","7","37","59","151","97","95","0","0","-"
"541","Ty Smith","N.J","D","66","1154.7166666667","5","15","5","10","20","40.00","77","6.49","3.99","187","115","55","8","10","9","22","11","11","0","0","9","40","13","45","72","73","0","0","-"
"547","Nico Sturm","COL, MIN","C","74","880.91666666667","9","11","6","5","20","60.61","101","8.91","9.55","150","129","83","46","8","8","14","7","7","0","0","10","16","10","99","104","29","312","277","52.97"
"12","Loui Eriksson","ARI","L","73","943.18333333333","3","16","8","8","19","61.29","81","3.70","7.54","122","104","74","40","3","12","6","3","3","0","0","4","26","22","17","57","23","20","16","55.56"
"22","Alexander Edler","L.A","D","41","756.96666666667","3","16","7","9","19","46.34","54","5.56","2.24","119","80","41","10","12","11","34","17","17","0","0","11","16","9","56","77","70","0","0","-"
"32","Keith Yandle","PHI","D","77","1076.3833333333","1","18","5","13","19","47.50","105","0.95","4.77","233","148","41","4","1","15","14","7","7","0","0","3","39","11","29","17","40","0","0","-"
"54","Ian Cole","CAR","D","75","1286.5166666667","2","17","6","11","19","35.19","77","2.60","2.71","180","121","20","1","1","10","83","33","29","3","1","8","48","29","110","112","104","0","0","-"
"75","Nick Holden","OTT","D","76","1508.5","5","14","9","5","19","33.33","75","6.67","3.49","169","118","50","8","3","10","12","6","6","0","0","4","48","16","115","141","112","0","1","0.00"
"90","Derek Stepan","CAR","C","58","626.15","9","10","6","4","19","76.00","96","9.38","10.96","145","124","89","43","7","16","14","7","7","0","0","4","13","22","29","50","25","248","196","55.86"
"116","Zack Kassian","EDM","R","58","683.63333333333","6","13","10","3","19","52.78","58","10.34","6.8","103","84","66","39","5","5","63","19","14","3","2","10","22","13","154","47","6","3","4","42.86"
"173","Sam Carrick","ANA","C","64","733.9","11","8","2","6","19","86.36","80","13.75","8.16","139","114","74","41","7","5","85","26","15","11","0","21","14","14","122","73","21","204","209","49.39"
"236","Radek Faksa","DAL","C","77","1214.2166666667","5","14","8","6","19","70.37","89","5.62","11.06","150","130","87","48","2","18","52","22","20","2","0","17","27","27","129","117","68","383","312","55.11"
"289","Adam Erne","DET","L","79","1057.3666666667","6","13","9","4","19","54.29","108","5.56","9.97","176","139","110","50","1","12","34","14","12","2","0","15","20","24","161","73","43","34","31","52.31"
"340","Marcus Pettersson","PIT","D","72","1127.1666666667","2","17","11","6","19","41.30","83","2.41","3.76","189","136","41","6","3","9","38","19","19","0","0","11","14","17","122","188","74","0","0","-"
"383","Evgeny Svechnikov","WPG","L","72","774.36666666667","7","12","5","7","19","70.37","78","8.97","7.53","123","99","83","44","4","9","38","15","14","0","1","8","28","24","104","68","22","3","4","42.86"
"486","Casey Mittelstadt","BUF","C","40","644.81666666667","6","13","6","7","19","59.38","79","7.59","6.78","120","99","65","27","4","5","4","2","2","0","0","3","17","13","19","46","12","202","250","44.69"
"498","Henri Jokiharju","BUF","D","60","1314.65","3","16","6","10","19","32.76","83","3.61","3.27","146","102","25","3","4","9","20","10","10","0","0","4","36","12","73","79","60","0","0","-"
"518","Zach Whitecloud","VGK","D","59","1109.05","8","11","8","3","19","30.16","94","8.51","4.33","188","134","49","9","0","12","20","10","10","0","0","5","26","13","98","166","115","0","0","-"
"55","Justin Braun","NYR, PHI","D","69","1348.7166666667","6","12","5","7","18","39.13","73","8.22","2.24","160","105","31","3","4","11","36","18","18","0","0","9","32","16","87","91","121","0","0","-"
"82","Tyler Myers","VAN","D","82","1802.6166666667","1","17","8","9","18","23.38","128","0.78","6.45","257","173","96","15","3","9","66","25","22","2","1","13","56","32","145","128","148","0","0","-"
"120","Brayden McNabb","VGK","D","69","1359.3","3","15","5","10","18","30.51","85","3.53","3.9","195","133","46","8","5","13","42","18","16","2","0","12","28","37","154","154","179","0","0","-"
"125","Brian Dumoulin","PIT","D","76","1658.1666666667","3","15","4","11","18","21.95","91","3.30","4.3","185","135","42","10","1","9","24","12","12","0","0","7","46","34","88","177","139","0","0","-"
"191","Scott Mayfield","NYI","D","61","1206.35","3","15","8","7","18","41.86","80","3.75","3.62","202","125","56","8","1","11","55","18","14","3","1","7","53","15","77","50","109","0","0","-"
"229","Zemgus Girgensons","BUF","L","56","828.2","10","8","7","1","18","62.07","92","10.87","9.44","145","120","94","47","6","9","27","8","6","1","1","9","10","24","81","85","25","143","144","49.83"
"245","Chris Tierney","OTT","C","70","869.05","6","12","1","11","18","58.06","72","8.33","8.38","121","100","83","44","3","12","14","7","7","0","0","3","34","23","42","49","30","264","267","49.72"
"255","Erik Gustafsson","CHI","D","59","956.86666666667","3","15","8","7","18","36.00","79","3.80","3.79","173","113","38","3","3","6","14","7","7","0","0","2","39","10","45","73","55","0","0","-"
"349","Michael Amadio","TOR, VGK","C","56","681","11","7","4","3","18","62.07","64","17.19","6.76","109","83","65","34","6","6","15","6","5","1","0","11","11","26","42","75","16","30","42","41.67"
"430","Ryan Lomberg","FLA","L","55","627.81666666667","9","9","4","5","18","66.67","91","9.89","8.85","162","123","101","39","7","12","92","24","16","4","4","26","9","18","117","71","7","1","6","14.29"
