"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"7","Jeff Carter","L.A, PIT","C","54","894.51666666667","17","13","8","5","30","63.83","154","11.04","14.12","226","189","133","68","12","26","22","11","11","0","0","2","16","20","41","40","30","153","161","48.73"
"111","Chris Kreider","NYR","L","50","869.86666666667","20","10","7","3","30","47.62","102","19.61","16.16","177","145","122","81","3","7","34","14","12","2","0","8","32","17","115","47","35","30","45","40.00"
"114","Tomas Tatar","MTL","L","50","749.35","10","20","12","8","30","69.77","82","12.20","8.68","141","105","96","40","7","12","8","4","4","0","0","6","14","16","63","52","20","12","15","44.44"
"297","Kasperi Kapanen","PIT","R","40","621.26666666667","11","19","8","11","30","71.43","68","16.18","5.11","112","85","65","21","5","5","2","1","1","0","0","4","21","16","41","51","8","0","1","0.00"
"348","Joel Eriksson Ek","MIN","C","56","955.48333333333","19","11","9","2","30","58.82","120","15.83","15.94","170","150","113","73","5","14","20","10","10","0","0","17","10","21","105","81","37","395","444","47.08"
"349","Denis Gurianov","DAL","R","55","871.8","12","18","10","8","30","62.50","130","9.23","12.3","251","181","128","49","6","11","21","8","7","1","0","11","29","18","63","39","12","0","1","0.00"
"369","Charlie McAvoy","BOS","D","51","1223.7833333333","5","25","12","13","30","39.47","92","5.43","5.53","189","136","61","12","2","11","38","19","19","0","0","10","44","20","65","101","80","0","0","-"
"385","Jesper Bratt","N.J","L","46","739.5","7","23","11","12","30","73.17","101","6.93","10.14","181","144","88","36","2","8","8","4","4","0","0","8","22","17","31","38","18","3","6","33.33"
"386","Mikhail Sergachev","T.B","D","56","1230.3333333333","4","26","14","12","30","50.00","108","3.70","6.43","218","154","63","6","3","15","30","15","15","0","0","6","34","12","66","85","73","0","0","-"
"413","Alex Iafallo","L.A","L","55","1093.8","13","17","10","7","30","50.00","119","10.92","14.47","191","159","126","74","3","15","4","2","2","0","0","6","9","15","26","57","39","2","5","28.57"
"437","Yegor Sharangovich","N.J","C","54","907.6","16","14","6","8","30","68.18","114","14.04","11.68","212","167","120","41","5","11","4","2","2","0","0","14","37","38","20","36","20","26","66","28.26"
"11","Brent Burns","S.J","D","56","1463.3333333333","7","22","14","8","29","40.85","138","5.07","7.91","294","194","78","17","3","32","36","18","18","0","0","6","47","36","31","29","94","0","0","-"
"26","Paul Stastny","WPG","C","56","974.93333333333","13","16","10","6","29","52.73","101","12.87","14.5","157","133","136","76","5","16","32","16","16","0","0","9","19","20","38","40","19","324","268","54.73"
"135","Evgeny Kuznetsov","WSH","C","41","679.45","9","20","13","7","29","55.77","78","11.54","7.36","122","102","64","30","2","10","18","9","9","0","0","5","19","16","21","18","18","204","289","41.38"
"274","Alex Wennberg","FLA","C","56","1017.35","17","12","7","5","29","50.88","82","20.73","8.89","133","105","79","38","6","8","8","4","4","0","0","12","22","30","29","75","36","388","400","49.24"
"278","Anthony Mantha","DET, WSH","R","56","1014.9333333333","15","14","10","4","29","59.18","138","10.87","11.68","236","186","128","39","6","8","25","11","10","1","0","12","30","11","49","39","27","18","23","43.90"
"300","Adrian Kempe","L.A","C","56","948.21666666667","14","15","13","2","29","58.00","127","11.02","11.31","238","174","117","39","7","19","28","13","13","0","0","8","20","15","47","54","21","27","41","39.71"
"444","Tim Stützle","OTT","L","53","834.2","12","17","9","8","29","59.18","111","10.81","10.04","187","144","121","35","3","15","14","7","7","0","0","23","44","20","50","80","15","8","19","29.63"
"131","Calle Jarnkrok","NSH","C","48","802.63333333333","13","15","7","8","28","70.00","90","14.44","8.27","132","113","79","29","3","5","14","3","2","0","1","8","10","17","28","40","14","41","54","43.16"
"171","Jean-Gabriel Pageau","NYI","C","54","906.66666666667","14","14","8","6","28","63.64","81","17.28","11.34","130","110","88","51","3","8","10","5","5","0","0","9","19","17","111","71","58","472","361","56.66"
"195","Rickard Rakell","ANA","L","52","926.95","9","19","15","4","28","73.68","144","6.25","15.69","265","204","153","65","7","16","12","6","6","0","0","6","23","21","65","94","16","5","10","33.33"
"265","Seth Jones","CBJ","D","56","1410.9","5","23","8","15","28","50.00","141","3.55","6.03","256","183","61","17","5","7","26","13","13","0","0","4","43","20","102","92","101","0","0","-"
"267","Sean Monahan","CGY","C","50","884.41666666667","10","18","12","6","28","62.22","98","10.20","12.79","154","133","114","56","6","15","10","5","5","0","0","7","35","28","49","32","18","340","354","48.99"
"313","Kevin Labanc","S.J","R","55","903.25","12","16","11","5","28","62.22","129","9.30","12.87","229","174","140","49","6","20","31","14","13","1","0","18","24","17","61","45","15","0","1","0.00"
"341","Anthony Beauvillier","NYI","L","47","770.85","15","13","6","7","28","65.12","109","13.76","10.59","174","142","124","50","4","10","12","6","6","0","0","9","27","15","39","62","13","2","5","28.57"
"35","Keith Yandle","FLA","D","56","965.53333333333","3","24","16","8","27","44.26","113","2.65","4.57","217","143","46","7","4","12","38","19","19","0","0","5","32","13","18","12","27","0","0","-"
"72","Jake Muzzin","TOR","D","53","1141.7666666667","4","23","9","14","27","43.55","103","3.88","3.66","192","133","44","2","3","5","29","13","12","1","0","5","62","24","101","146","94","0","0","-"
"88","Justin Schultz","WSH","D","46","874.73333333333","3","24","19","5","27","47.37","67","4.48","3.5","130","96","31","5","3","8","10","5","5","0","0","4","25","12","28","68","49","0","0","-"
"172","Mike Reilly","BOS, OTT","D","55","1060.25","0","27","8","19","27","50.00","98","0.00","3.05","169","134","28","3","4","12","22","11","11","0","0","4","43","16","70","66","43","0","0","-"
"286","Sam Bennett","CGY, FLA","C","48","692.23333333333","10","17","7","10","27","72.97","106","9.43","13.18","169","139","113","52","2","14","52","15","11","2","2","12","27","16","108","65","18","124","137","47.51"
"408","Miro Heiskanen","DAL","D","55","1373.2166666667","8","19","8","11","27","45.00","121","6.61","7.43","262","175","93","9","5","7","12","6","6","0","0","16","48","16","47","85","52","0","0","-"
"438","Nils Hoglander","VAN","L","56","864.78333333333","13","14","5","9","27","64.29","118","11.02","11.48","196","155","126","51","6","10","16","8","8","0","0","13","20","42","26","95","19","1","1","50.00"
"16","Mark Giordano","CGY","D","56","1284.8666666667","9","17","6","11","26","38.81","142","6.34","5.78","306","212","52","2","3","10","14","7","7","0","0","9","41","21","51","95","110","0","0","-"
"54","Nick Bonino","MIN","C","55","817.06666666667","10","16","8","8","26","52.00","66","15.15","6.08","103","87","60","30","6","6","26","9","8","0","1","4","8","22","11","26","50","365","326","52.82"
"290","Nick Ritchie","BOS","L","56","860.66666666667","15","11","7","4","26","57.78","121","12.40","13.17","189","170","112","69","5","15","37","14","11","3","0","6","20","16","102","59","17","0","4","0.00"
"316","Frank Vatrano","FLA","C","56","812.91666666667","18","8","3","5","26","66.67","158","11.39","14.6","245","207","118","39","6","7","26","13","13","0","0","9","18","23","69","75","21","4","16","20.00"
"351","Ivan Provorov","PHI","D","56","1399.9166666667","7","19","7","12","26","35.14","126","5.56","6.15","252","166","70","13","2","11","28","14","14","0","0","7","56","5","56","106","106","0","0","-"
"388","Filip Hronek","DET","D","56","1309.6166666667","2","24","7","17","26","54.17","114","1.75","5.71","225","159","45","6","4","15","16","8","8","0","0","11","31","7","67","70","46","0","0","-"
"95","Jared Spurgeon","MIN","D","54","1192.7666666667","7","18","7","11","25","40.32","94","7.45","6.31","192","138","70","15","3","13","6","3","3","0","0","4","11","17","52","68","102","0","0","-"
"113","Reilly Smith","VGK","R","53","947.03333333333","14","11","8","3","25","53.19","124","11.29","15.28","211","169","145","74","8","18","16","8","8","0","0","10","20","21","46","42","20","0","4","0.00"
"140","Justin Faulk","STL","D","56","1358.5333333333","7","18","6","12","25","35.21","117","5.98","5.37","223","149","71","11","11","15","35","16","15","1","0","6","35","24","127","67","87","0","0","-"
"152","Mikael Granlund","NSH","C","50","971.66666666667","12","13","8","5","25","52.08","71","16.90","10.16","131","104","75","48","7","8","14","7","7","0","0","12","27","21","44","65","42","233","219","51.55"
"249","Miles Wood","N.J","L","55","823.63333333333","17","8","5","3","25","65.79","128","13.28","11.79","184","161","104","48","5","12","29","13","12","1","0","15","23","18","38","75","25","7","13","35.00"
"261","Brett Pesce","CAR","D","55","1253.5666666667","4","21","13","8","25","45.45","89","4.49","4.58","231","144","58","9","2","27","20","10","10","0","0","16","26","21","17","80","82","0","0","-"
"361","Mason Appleton","WPG","C","56","808.13333333333","12","13","7","6","25","67.57","88","13.64","9.92","140","119","83","38","7","10","14","7","7","0","0","11","21","13","61","88","22","7","6","53.85"
"374","Jesse Puljujarvi","EDM","R","55","832.05","15","10","5","5","25","48.08","115","13.04","14.4","179","151","121","69","6","11","16","8","8","0","0","15","30","23","101","99","20","0","3","0.00"
"391","Janne Kuokkanen","N.J","C, L","50","738.71666666667","8","17","9","8","25","71.43","61","13.11","8.16","113","97","70","33","1","4","14","6","6","0","0","11","14","22","10","59","19","1","8","11.11"
"419","Pius Suter","CHI","C","54","881.31666666667","13","12","10","2","25","52.08","111","11.71","12.31","154","132","112","61","6","8","14","6","6","0","0","8","19","25","28","54","34","262","353","42.60"
"105","Oliver Ekman-Larsson","ARI","D","46","964.51666666667","3","21","11","10","24","53.33","83","3.61","3.77","175","122","34","2","0","11","32","16","16","0","0","9","25","12","72","57","26","0","0","-"
"168","Adam Lowry","WPG","C","52","808.46666666667","10","14","7","7","24","72.73","81","12.35","8.78","138","109","91","37","0","6","13","5","4","1","0","11","13","16","161","82","30","361","354","50.49"
"176","Brandon Saad","COL","L","44","619.5","15","9","2","7","24","63.16","68","22.06","7.98","129","99","90","41","8","8","12","6","6","0","0","6","17","8","16","20","10","27","35","43.55"
"193","Phillip Danault","MTL","C","53","894.08333333333","5","19","15","4","24","57.14","73","6.85","7.08","140","105","83","33","3","7","24","12","12","0","0","8","31","14","76","51","28","476","431","52.48"
"230","Josh Anderson","MTL","R","52","853.75","17","7","4","3","24","70.59","125","13.60","13.19","218","183","138","57","7","6","38","16","14","2","0","13","12","17","139","82","25","7","5","58.33"
"245","Mattias Janmark","CHI, VGK","C","56","957.21666666667","11","13","8","5","24","52.17","95","11.58","11.11","147","121","103","47","5","8","10","5","5","0","0","13","26","16","26","93","14","21","44","32.31"
"272","Max Domi","CBJ","C","54","821.98333333333","9","15","13","2","24","72.73","99","9.09","6.86","153","118","79","20","5","8","75","20","15","1","4","12","41","18","15","41","10","192","204","48.48"
"293","Dylan Larkin","DET","C","44","897.7","9","15","11","4","24","66.67","134","6.72","12.4","223","176","117","47","5","13","34","14","12","2","0","16","38","21","38","45","17","361","369","49.45"
"308","Viktor Arvidsson","NSH","R","49","814.7","10","14","12","2","24","53.33","147","6.80","11.98","258","208","136","48","6","17","17","7","6","1","0","15","23","17","13","71","31","9","18","33.33"
"372","Patrik Laine","CBJ, WPG","L, R","46","802.68333333333","12","12","7","5","24","58.54","82","14.63","5.08","160","109","72","12","4","8","25","7","5","1","1","10","40","9","36","35","15","6","19","24.00"
"43","Milan Lucic","CGY","L","56","763.2","10","13","6","7","23","60.53","74","13.51","7.63","114","94","76","34","2","4","46","17","13","4","0","9","29","19","139","63","12","9","24","27.27"
"75","Lars Eller","WSH","C","44","719.86666666667","8","15","6","9","23","67.65","69","11.59","9.75","134","107","88","46","3","8","21","9","8","1","0","12","20","19","36","43","16","332","327","50.38"
"79","Alex Pietrangelo","VGK","D","41","1001.7333333333","7","16","7","9","23","37.70","126","5.56","6.38","278","183","84","12","5","15","16","8","8","0","0","8","22","23","28","87","80","0","0","-"
"144","Cam Fowler","ANA","D","56","1218.5833333333","5","18","5","13","23","44.23","75","6.67","4.12","181","105","62","8","2","12","18","9","9","0","0","4","28","21","27","63","36","0","0","-"
"175","Victor Rask","MIN","C","54","780","10","13","7","6","23","45.10","53","18.87","4.95","103","69","47","16","0","5","2","1","1","0","0","6","24","20","21","37","10","218","262","45.42"
"188","Jonas Brodin","MIN","D","53","1189.0166666667","9","14","7","7","23","40.35","80","11.25","3.39","166","104","41","8","3","11","18","9","9","0","0","7","19","14","35","93","99","0","0","-"
"228","Andreas Athanasiou","L.A","C","47","702.61666666667","10","13","9","4","23","79.31","85","11.76","7.95","153","116","77","32","8","8","27","9","6","3","0","15","10","18","11","48","16","4","0","100.00"
"234","Alexander Kerfoot","TOR","C","56","808.88333333333","8","15","8","7","23","69.70","68","11.76","8.32","118","92","76","35","3","1","12","6","6","0","0","10","30","17","41","118","34","124","180","40.79"
"264","Jonathan Drouin","MTL","L","44","707.95","2","21","12","9","23","58.97","76","2.63","5.82","121","96","64","24","6","5","20","9","9","0","0","4","23","17","42","25","7","21","24","46.67"
"394","Trevor Moore","L.A","C","56","814.11666666667","10","13","10","3","23","74.19","88","11.36","11.15","164","136","101","54","7","18","18","9","9","0","0","7","17","14","38","73","10","3","6","33.33"
"403","Gabriel Vilardi","L.A","C","54","796.58333333333","10","13","7","6","23","74.19","65","15.38","9","116","91","82","37","3","6","6","3","3","0","0","17","14","13","18","58","19","291","343","45.90"
"431","Rasmus Dahlin","BUF","D","56","1211.1333333333","5","18","9","9","23","45.10","115","4.35","6.16","210","148","54","16","3","18","26","13","13","0","0","13","36","13","80","76","45","0","0","-"
"433","Ty Smith","N.J","D","48","965.9","2","21","14","7","23","47.92","69","2.90","3.75","177","101","46","2","2","15","22","11","11","0","0","7","30","8","32","35","35","0","0","-"
"22","Alex Goligoski","ARI","D","56","1288.3666666667","3","19","7","12","22","35.48","72","4.17","3.46","157","94","42","10","2","10","14","7","7","0","0","8","33","14","76","80","108","0","0","-"
"83","Erik Karlsson","S.J","D","52","1226.8166666667","8","14","7","7","22","37.93","110","7.27","6.23","239","159","70","9","5","21","18","9","9","0","0","10","47","39","20","58","69","0","0","-"
"96","Tyler Johnson","T.B","C","55","751.5","8","14","10","4","22","64.71","77","10.39","7.96","123","103","85","35","1","7","16","8","8","0","0","7","7","4","63","33","15","170","140","54.84"
"116","Dmitry Orlov","WSH","D","51","1010.5","8","14","6","8","22","38.60","83","9.64","3.91","164","118","43","7","4","3","20","10","10","0","0","4","25","30","87","51","50","0","0","-"
"118","Mattias Ekholm","NSH","D","47","1075.4333333333","6","16","8","8","22","43.14","106","5.66","4.57","223","162","51","7","1","9","14","7","7","0","0","3","29","15","23","38","46","0","0","-"
"160","Colin Blackwell","NYR","C","47","658.3","12","10","5","5","22","57.89","64","18.75","7.99","115","96","68","32","6","11","15","6","5","1","0","9","17","15","45","66","19","30","32","48.39"
"226","Teddy Blueger","PIT","C","43","638.55","7","15","13","2","22","73.33","49","14.29","5.53","77","64","51","19","3","1","16","5","3","2","0","8","12","11","53","60","25","201","212","48.67"
"256","Ryan Hartman","MIN","R","51","768.63333333333","7","15","8","7","22","57.89","74","9.46","8.05","138","115","72","30","8","8","33","15","14","1","0","10","29","21","55","37","33","198","279","41.51"
"279","Conor Sheary","WSH","L","53","726.63333333333","14","8","4","4","22","61.11","88","15.91","10.26","144","120","93","48","7","9","14","7","7","0","0","11","8","25","24","62","20","3","7","30.00"
"283","Aaron Ekblad","FLA","D","35","878.18333333333","11","11","5","6","22","40.00","101","10.89","6.43","193","144","63","11","4","9","33","15","14","1","0","8","22","11","24","46","27","0","0","-"
"353","Anthony Cirelli","T.B","C","50","887.35","9","13","4","9","22","53.66","75","12.00","8.19","111","97","76","44","0","10","10","5","5","0","0","13","19","21","64","66","32","227","235","49.13"
"376","Dillon Dube","CGY","C","51","695.61666666667","11","11","6","5","22","66.67","84","13.10","8.05","156","119","95","28","4","3","20","10","10","0","0","10","32","15","59","81","14","9","8","52.94"
"402","Casey Mittelstadt","BUF","C","41","651.16666666667","10","12","6","6","22","62.86","61","16.39","7.23","94","80","57","27","4","3","10","5","5","0","0","5","18","18","9","29","12","216","225","48.98"
"12","Corey Perry","MTL","R","49","673.21666666667","9","12","8","4","21","63.64","62","14.52","7.67","109","88","67","37","3","7","39","11","7","3","1","15","16","15","56","44","15","0","6","0.00"
"82","Tyler Myers","VAN","D","55","1214.35","6","15","10","5","21","43.75","109","5.50","4.14","188","131","48","5","4","9","51","20","18","1","1","8","46","22","61","51","74","0","0","-"
"91","Adam Henrique","ANA","C","45","721.8","12","9","6","3","21","63.64","77","15.58","8.7","129","102","80","39","2","9","11","4","3","1","0","7","20","11","40","30","32","303","244","55.39"
"98","Kyle Palmieri","N.J, NYI","C, R","51","845.25","10","11","3","8","21","67.74","115","8.70","14.72","223","181","147","65","5","9","20","10","10","0","0","13","24","22","62","83","12","8","12","40.00"
"124","Erik Haula","NSH","L","50","796.98333333333","9","12","8","4","21","65.63","82","10.98","10.69","138","118","91","51","4","6","14","7","7","0","0","9","16","17","61","36","19","263","217","54.79"
"145","Jaden Schwartz","STL","L","40","708.13333333333","8","13","6","7","21","55.26","70","11.43","7.03","123","95","72","29","2","9","20","10","10","0","0","9","15","18","40","41","26","7","6","53.85"
"151","Ryan Johansen","NSH","C","47","797.53333333333","7","14","7","7","21","45.65","65","10.77","8.36","102","84","74","39","3","6","22","11","11","0","0","6","20","12","42","26","16","416","389","51.68"
"204","Matt Dumba","MIN","D","51","1136.2666666667","6","15","9","6","21","38.18","89","6.74","6.08","186","134","55","15","1","19","46","15","13","0","2","9","32","11","74","39","75","0","0","-"
"224","Damon Severson","N.J","D","56","1259.1333333333","3","18","10","8","21","46.67","91","3.30","4.78","195","129","52","9","3","12","29","13","12","1","0","7","52","23","57","43","50","0","0","-"
"271","Valeri Nichushkin","COL","R","55","773.85","10","11","4","7","21","56.76","98","10.20","9.45","172","132","105","45","3","8","4","2","2","0","0","9","5","23","65","62","28","1","2","33.33"
"273","Josh Morrissey","WPG","D","56","1319.7666666667","4","17","9","8","21","33.33","116","3.45","6.04","246","162","74","6","5","9","25","10","9","1","0","3","42","14","78","22","86","0","0","-"
"318","Rasmus Andersson","CGY","D","56","1188.4333333333","5","16","8","8","21","35.59","96","5.21","6.29","197","150","34","6","2","4","34","16","16","0","0","15","39","16","49","66","68","0","0","-"
"383","Pierre-Luc Dubois","CBJ, WPG","C, L","46","690.28333333333","9","12","5","7","21","58.33","76","11.84","7.47","131","98","88","31","1","9","38","15","14","0","1","14","10","18","59","68","26","166","216","43.46"
"392","Brandon Hagel","CHI","L","51","709.68333333333","8","13","10","3","21","70.00","90","8.89","8.68","142","110","88","41","7","7","11","4","3","1","0","13","10","31","56","101","28","8","14","36.36"
"398","Kailer Yamamoto","EDM","R","52","850.63333333333","8","13","10","3","21","52.50","70","11.43","11.14","118","100","97","63","4","7","26","13","13","0","0","13","21","32","52","101","40","0","1","0.00"
"443","Alexis Lafrenière","NYR","L","56","777.41666666667","12","9","6","3","21","65.63","67","17.91","7.47","115","94","68","36","1","4","8","4","4","0","0","6","18","15","43","65","11","13","18","41.94"
"2","Joe Thornton","TOR","C","44","603.68333333333","5","15","8","7","20","55.56","42","11.90","3.72","66","56","44","19","4","6","14","7","7","0","0","5","29","13","32","28","10","39","29","57.35"
"19","Travis Zajac","N.J, NYI","C","46","754.9","8","12","5","7","20","74.07","50","16.00","5.2","93","70","58","28","2","3","6","3","3","0","0","6","14","25","51","36","22","310","293","51.41"
"42","Nick Foligno","CBJ, TOR","L","49","870.65","7","13","8","5","20","54.05","81","8.64","8.09","121","106","75","43","4","6","32","13","11","2","0","15","21","13","133","44","37","117","144","44.83"
"48","Derick Brassard","ARI","C","53","783.9","8","12","5","7","20","51.28","67","11.94","7.56","130","101","75","38","4","9","12","6","6","0","0","8","19","17","80","25","5","229","206","52.64"
"67","Evgenii Dadonov","OTT","R","55","856.83333333333","13","7","5","2","20","50.00","89","14.61","10.57","163","132","106","54","8","10","4","2","2","0","0","8","25","17","38","53","26","0","1","0.00"
"132","Justin Holl","TOR","D","55","1158.4666666667","2","18","7","11","20","32.79","57","3.51","2.44","117","81","32","3","1","9","25","11","10","1","0","11","41","17","82","128","84","0","0","-"
"198","Barclay Goodrow","T.B","C","55","831.63333333333","6","14","6","8","20","51.28","72","8.33","8.75","104","90","73","35","3","2","52","20","16","4","0","10","12","16","111","75","27","162","162","50.00"
"207","Scott Laughton","PHI","C","53","817.28333333333","9","11","9","2","20","66.67","89","10.11","7.4","133","104","70","37","4","10","39","14","12","1","1","9","17","20","141","41","34","211","220","48.96"
"216","Matt Grzelcyk","BOS","D","37","730.51666666667","5","15","9","6","20","45.45","80","6.25","2.59","126","97","22","3","2","7","22","11","11","0","0","1","11","14","19","38","34","0","0","-"
"220","Shayne Gostisbehere","PHI","D","41","817.55","9","11","5","6","20","40.82","85","10.59","5.12","189","127","41","9","2","13","6","3","3","0","0","8","24","10","18","43","47","0","0","-"
"250","Nick Paul","OTT","L","56","900.6","5","15","10","5","20","50.00","105","4.76","9.93","195","161","103","37","10","8","19","8","7","1","0","10","17","40","74","64","35","219","201","52.14"
"257","Adam Erne","DET","L","45","626.45","11","9","3","6","20","71.43","71","15.49","7.58","105","91","68","41","4","10","26","10","8","2","0","4","6","10","82","27","16","20","14","58.82"
"303","Ryan Donato","S.J","C","50","630.51666666667","6","14","10","4","20","64.52","104","5.77","12.2","171","140","115","67","8","22","10","5","5","0","0","16","11","27","50","58","21","27","36","42.86"
"305","Warren Foegele","CAR","L","53","750.16666666667","10","10","7","3","20","76.92","91","10.99","13.46","155","130","114","65","8","16","20","10","10","0","0","15","28","16","60","74","12","18","17","51.43"
"323","Vince Dunn","STL","D","43","827.71666666667","6","14","6","8","20","58.82","73","8.22","3.74","164","95","48","9","1","6","18","9","9","0","0","7","26","10","36","50","51","0","0","-"
"339","Zach Werenski","CBJ","D","35","852.56666666667","7","13","9","4","20","60.61","79","8.86","4.07","141","103","44","9","0","10","13","5","4","1","0","7","19","10","21","41","39","0","0","-"
"359","Troy Terry","ANA","R","48","705.55","7","13","10","3","20","64.52","69","10.14","7.74","129","103","92","29","4","12","18","8","8","0","0","13","23","19","5","66","13","2","2","50.00"
"429","Jesperi Kotkaniemi","MTL","C","56","828.61666666667","5","15","9","6","20","58.82","87","5.75","7.87","158","111","98","31","7","6","12","6","6","0","0","8","24","33","84","74","27","263","286","47.91"
"6","Ryan Suter","MIN","D","56","1242.2833333333","3","16","10","6","19","27.54","86","3.49","3.68","200","126","52","6","1","12","12","6","6","0","0","3","17","9","38","28","65","0","0","-"
"14","Shea Weber","MTL","D","48","1089.6","6","13","6","7","19","36.54","104","5.77","3.77","215","146","35","2","1","6","33","14","13","1","0","4","53","11","70","47","68","0","0","-"
"51","Mathieu Perreault","WPG","L","56","655.03333333333","9","10","8","2","19","51.35","57","15.79","6.83","107","79","79","33","2","8","16","8","8","0","0","12","18","15","84","31","18","5","8","38.46"
"62","P.K. Subban","N.J","D","44","983.78333333333","5","14","9","5","19","45.24","99","5.05","4.27","195","138","35","4","3","7","26","12","12","0","0","3","45","12","41","42","46","0","0","-"
"127","Brenden Dillon","WSH","D","56","1060.8333333333","2","17","7","10","19","33.33","51","3.92","1.69","138","83","25","1","2","7","49","17","12","5","0","9","27","13","143","89","61","0","0","-"
"157","Jesper Fast","CAR","R","46","703.65","6","13","5","8","19","59.38","38","15.79","6.05","69","54","53","34","0","5","14","7","7","0","0","7","11","5","78","92","23","13","25","34.21"
"223","Chris Tierney","OTT","C","55","824.45","6","13","9","4","19","63.33","53","11.32","5.65","82","71","53","31","2","4","8","4","4","0","0","5","32","22","23","29","32","269","321","45.59"
"344","Mathieu Joseph","T.B","R","56","612.21666666667","12","7","4","3","19","67.86","59","20.34","5.63","92","75","65","26","3","6","10","4","4","0","0","9","12","12","82","71","15","43","69","38.39"
"428","Filip Zadina","DET","R","49","823.48333333333","6","13","8","5","19","59.38","97","6.19","8.24","169","123","96","26","1","11","0","0","0","0","0","11","17","17","22","46","22","5","10","33.33"
"9","Zach Parise","MIN","L","45","627.6","7","11","6","5","18","50.00","90","7.78","9.56","121","113","82","52","4","8","6","3","3","0","0","11","13","12","18","35","20","34","48","41.46"
"58","Pat Maroon","T.B","L","55","637.6","4","14","6","8","18","52.94","46","8.70","4.77","68","58","47","29","2","7","60","16","10","4","2","12","12","6","75","51","6","2","10","16.67"
"107","Ryan Ellis","NSH","D","34","809.25","5","13","10","3","18","51.43","74","6.76","3.66","140","92","41","9","3","17","8","3","3","0","0","6","19","7","20","33","60","0","0","-"
"169","Nick Cousins","NSH","C","51","682.46666666667","5","13","6","7","18","52.94","57","8.77","5.29","93","73","59","25","5","5","41","15","13","1","1","17","15","8","48","64","15","19","17","52.78"
"206","Tanner Pearson","VAN","L","51","870.66666666667","10","8","6","2","18","45.00","110","9.09","11.61","181","149","103","51","9","14","26","9","8","0","1","11","26","23","54","56","28","6","10","37.50"
"258","J.T. Compher","COL","L","48","682.43333333333","10","8","5","3","18","48.65","47","21.28","4.8","88","69","54","22","4","4","19","8","7","1","0","9","10","16","32","37","38","216","255","45.86"
"269","Rasmus Ristolainen","BUF","D","49","1092","4","14","7","7","18","38.30","73","5.48","4.77","153","111","46","16","3","8","36","18","18","0","0","6","11","12","193","87","68","0","0","-"
"281","Garnet Hathaway","WSH","R","56","690.71666666667","6","12","7","5","18","60.00","62","9.68","6.92","106","88","75","31","1","10","66","19","13","4","2","16","10","10","179","77","30","10","14","41.67"
"302","Brandon Montour","BUF, FLA","D","50","1024.4","7","11","7","4","18","41.86","94","7.45","5.29","173","133","45","13","4","10","40","16","15","0","1","6","22","15","54","56","62","0","0","-"
"320","Colin White","OTT","C","45","661.1","10","8","4","4","18","62.07","69","14.49","9.76","132","102","82","41","7","8","16","8","8","0","0","7","25","15","58","43","18","170","232","42.29"
"328","Erik Cernak","T.B","D","46","910.08333333333","5","13","10","3","18","41.86","85","5.88","3.97","163","116","46","8","3","8","38","16","14","2","0","11","10","6","98","77","46","0","0","-"
"418","Sean Walker","L.A","D","47","853.9","5","13","4","9","18","48.65","92","5.43","5.47","181","125","49","13","3","5","18","9","9","0","0","1","24","10","43","67","72","0","0","-"
"421","Eric Robinson","CBJ","L","56","694","8","10","8","2","18","66.67","75","10.67","7.57","137","106","82","39","5","8","4","2","2","0","0","4","18","15","94","44","16","3","3","50.00"
"10","Ryan Getzlaf","ANA","C","48","795.78333333333","5","12","6","6","17","53.13","70","7.14","7.95","133","100","66","31","4","6","43","13","9","3","1","11","40","24","66","27","46","350","326","51.78"
"21","Carl Soderberg","CHI, COL","C","45","648","7","10","6","4","17","60.71","61","11.48","6.11","87","75","53","32","3","5","18","9","9","0","0","8","16","10","66","51","36","201","190","51.41"
"174","Boone Jenner","CBJ","C","41","737.96666666667","8","9","5","4","17","65.38","79","10.13","8.07","131","110","68","36","4","8","6","3","3","0","0","6","22","14","76","36","53","301","245","55.13"
"194","Vladislav Namestnikov","DET","C","53","857.65","8","9","3","6","17","62.96","87","9.20","12.18","125","110","79","44","9","8","24","12","12","0","0","9","9","13","71","69","35","135","210","39.13"
"210","Cody Ceci","PIT","D","53","981.46666666667","4","13","5","8","17","35.42","58","6.90","2.28","110","78","21","5","0","5","10","5","5","0","0","5","15","11","74","117","70","0","0","-"
"242","Carson Soucy","MIN","D","50","764.26666666667","1","16","7","9","17","41.46","47","2.13","1.49","84","66","18","4","5","3","51","19","16","3","0","10","18","12","62","63","49","0","0","-"
"275","Ryan Pulock","NYI","D","56","1256.9166666667","2","15","10","5","17","30.91","121","1.65","5.36","234","158","58","11","2","9","8","4","4","0","0","4","32","9","97","99","106","0","0","-"
"310","Gustav Forsling","FLA","D","43","857.55","5","12","8","4","17","36.96","94","5.32","3.62","165","115","33","9","6","5","8","4","4","0","0","5","26","19","30","75","42","0","0","-"
